Fecha_Hora,Antena,Mision,Tipo_Senal,Banda,Potencia,Data_Rate_kbps
2026-04-06 22:06:56,DSS63,JNO,Downlink,X,-130,152.8
2026-04-06 22:06:56,DSS63,JNO,Uplink,X,19,N/A
2026-04-06 22:06:56,DSS34,EM2,Downlink,S,-110,6000.0
2026-04-06 22:06:56,DSS34,EM2,Downlink,S,-110,6000.0
2026-04-06 22:06:56,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-06 22:06:56,DSS43,EM2,Downlink,S,-100,6000.0
2026-04-06 22:06:56,DSS43,EM2,Downlink,S,-100,6000.0
2026-04-06 23:53:27,DSS25,PSYC,Downlink,X,-120,239.1
2026-04-06 23:53:27,DSS25,PSYC,Uplink,X,18,N/A
2026-04-06 23:53:27,DSS63,JNO,Downlink,X,-130,152.8
2026-04-06 23:53:27,DSS63,JNO,Uplink,X,19,N/A
2026-04-06 23:53:27,DSS54,JWST,Downlink,K,-91,28000.0
2026-04-06 23:53:27,DSS54,JWST,Downlink,S,-120,40.0
2026-04-06 23:53:27,DSS54,JWST,Uplink,S,4.8,N/A
2026-04-06 23:53:27,DSS34,EM2,Downlink,S,-110,6000.0
2026-04-06 23:53:27,DSS34,EM2,Downlink,S,-110,6000.0
2026-04-06 23:53:27,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-06 23:53:27,DSS43,EM2,Downlink,S,-100,6000.0
2026-04-06 23:53:27,DSS43,EM2,Downlink,S,-100,6000.0
2026-04-07 00:54:49,DSS25,PSYC,Downlink,X,-120,239.1
2026-04-07 00:54:49,DSS25,PSYC,Uplink,X,18,N/A
2026-04-07 00:54:49,DSS63,JNO,Downlink,X,-130,152.8
2026-04-07 00:54:49,DSS63,JNO,Uplink,X,19,N/A
2026-04-07 00:54:49,DSS65,CHDR,Downlink,S,-110,1188.0
2026-04-07 00:54:49,DSS65,CHDR,Uplink,S,0.1,N/A
2026-04-07 00:54:49,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-07 15:08:33,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 15:08:33,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 15:08:33,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 15:08:33,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 15:08:33,DSS24,EM2,Uplink,S,0.3,N/A
2026-04-07 15:08:33,DSS25,STA,Downlink,X,-120,480.0
2026-04-07 15:08:33,DSS25,STA,Uplink,X,10,N/A
2026-04-07 15:08:33,DSS63,SPP,Downlink,X,-150,0.5952000000000001
2026-04-07 15:08:33,DSS63,SPP,Uplink,X,18,N/A
2026-04-07 15:08:33,DSS65,M01O,Downlink,X,-140,14.22
2026-04-07 15:08:33,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 15:08:33,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 15:08:33,DSS54,ACE,Uplink,S,2,N/A
2026-04-07 15:08:33,DSS56,IMAP,Downlink,X,-110,714.3
2026-04-07 15:08:33,DSS56,IMAP,Uplink,X,2,N/A
2026-04-07 15:08:33,DSS43,EM2,Downlink,S,-140,0.0
2026-04-07 15:08:33,DSS43,EM2,Uplink,S,0.2,N/A
2026-04-07 15:29:51,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 15:29:51,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 15:29:51,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 15:29:51,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 15:29:51,DSS24,EM2,Uplink,S,0.2,N/A
2026-04-07 15:29:51,DSS25,STA,Downlink,X,-120,480.0
2026-04-07 15:29:51,DSS25,STA,Uplink,X,9.9,N/A
2026-04-07 15:29:51,DSS65,M01O,Downlink,X,-140,14.22
2026-04-07 15:29:51,DSS65,MRO,Downlink,X,-120,1000.0
2026-04-07 15:29:51,DSS65,MSL,Uplink,X,18,N/A
2026-04-07 15:29:51,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 15:29:51,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 15:29:51,DSS54,ACE,Uplink,S,2,N/A
2026-04-07 15:29:51,DSS56,IMAP,Downlink,X,-110,714.3
2026-04-07 15:29:51,DSS56,IMAP,Uplink,X,2,N/A
2026-04-07 15:29:51,DSS43,EM2,Downlink,S,-140,0.0
2026-04-07 15:29:51,DSS43,EM2,Uplink,S,0.2,N/A
2026-04-07 15:29:51,DSS34,EM2,Uplink,S,5,N/A
2026-04-07 16:02:36,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 16:02:36,DSS26,EM2,Downlink,S,-110,3000.0
2026-04-07 16:02:36,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 16:02:36,DSS24,EM2,Downlink,S,-110,3000.0
2026-04-07 16:02:36,DSS24,EM2,Uplink,S,0.3,N/A
2026-04-07 16:02:36,DSS65,MRO,Downlink,X,-120,1000.0
2026-04-07 16:02:36,DSS65,TGO,Downlink,X,-130,357.1
2026-04-07 16:02:36,DSS65,MSL,Uplink,X,18,N/A
2026-04-07 16:02:36,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 16:02:36,DSS54,ACE,Downlink,S,-120,87.65
2026-04-07 16:02:36,DSS54,ACE,Uplink,S,2,N/A
2026-04-07 16:02:36,DSS56,IMAP,Downlink,X,-110,714.3
2026-04-07 16:02:36,DSS56,IMAP,Uplink,S,2,N/A
2026-04-08 00:27:33,DSS25,IMAP,Downlink,X,-110,714.3
2026-04-08 00:27:33,DSS25,IMAP,Uplink,X,2,N/A
2026-04-08 00:27:33,DSS26,SOHO,Downlink,S,-120,nan
2026-04-08 00:27:33,DSS26,SOHO,Uplink,X,0.1,N/A
2026-04-08 00:27:33,DSS55,JNO,Downlink,X,-130,35.08
2026-04-08 00:27:33,DSS55,JNO,Uplink,X,12,N/A
2026-04-08 00:27:33,DSS65,LUCY,Downlink,X,-140,62.5
2026-04-08 00:27:33,DSS65,LUCY,Downlink,X,-130,62.5
2026-04-08 00:27:33,DSS65,LUCY,Uplink,S,18,N/A
2026-04-08 00:27:33,DSS54,JWST,Downlink,S,-120,40.0
2026-04-08 00:27:33,DSS54,JWST,Downlink,K,-93,28000.0
2026-04-08 00:27:33,DSS54,JWST,Uplink,S,5,N/A
2026-04-08 00:27:33,DSS43,EM2,Downlink,S,-100,2000.0
2026-04-08 00:27:33,DSS43,EM2,Downlink,S,-100,2000.0
2026-04-08 00:27:33,DSS34,EM2,Downlink,S,-110,2000.0
2026-04-08 00:27:33,DSS34,EM2,Downlink,S,-110,2000.0
2026-04-08 00:27:33,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-08 00:57:11,DSS25,IMAP,Downlink,X,-110,714.3
2026-04-08 00:57:11,DSS25,IMAP,Uplink,X,2,N/A
2026-04-08 00:57:11,DSS24,MMS3,Downlink,S,-110,2500.0
2026-04-08 00:57:11,DSS24,MMS3,Uplink,S,0.2,N/A
2026-04-08 00:57:11,DSS55,JNO,Downlink,X,-130,35.08
2026-04-08 00:57:11,DSS55,JNO,Uplink,X,12,N/A
2026-04-08 00:57:11,DSS65,LUCY,Downlink,X,-130,62.5
2026-04-08 00:57:11,DSS65,LUCY,Downlink,X,-130,62.5
2026-04-08 00:57:11,DSS65,LUCY,Uplink,S,18,N/A
2026-04-08 00:57:11,DSS43,EM2,Downlink,S,-100,2000.0
2026-04-08 00:57:11,DSS34,EM2,Downlink,S,-110,2000.0
2026-04-08 00:57:11,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-09 20:18:02,DSS26,MRO,Downlink,X,-120,1333.0
2026-04-09 20:18:02,DSS26,EMM,Downlink,X,-120,241.9
2026-04-09 20:18:02,DSS56,WIND,Downlink,S,-130,6.4
2026-04-09 20:18:02,DSS56,WIND,Downlink,S,-120,73.51
2026-04-09 20:18:02,DSS56,WIND,Uplink,S,0.4,N/A
2026-04-09 20:18:02,DSS63,JNO,Downlink,X,-130,152.8
2026-04-09 20:18:02,DSS63,JNO,Uplink,X,18,N/A
2026-04-09 20:18:02,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 20:18:02,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 20:18:02,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 20:18:02,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 20:18:02,DSS43,EM2,Uplink,X,0.2,N/A
2026-04-09 20:31:13,DSS26,MRO,Downlink,X,-120,1333.0
2026-04-09 20:31:13,DSS26,EMM,Downlink,X,-120,241.9
2026-04-09 20:31:13,DSS56,WIND,Downlink,S,-130,6.4
2026-04-09 20:31:13,DSS56,WIND,Downlink,S,-120,73.51
2026-04-09 20:31:13,DSS56,WIND,Uplink,X,0.4,N/A
2026-04-09 20:31:13,DSS63,JNO,Downlink,X,-130,152.8
2026-04-09 20:31:13,DSS63,JNO,Uplink,X,18,N/A
2026-04-09 20:31:13,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 20:31:13,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 20:31:13,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 20:31:13,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 20:31:13,DSS43,EM2,Uplink,S,0.2,N/A
2026-04-09 22:05:33,DSS26,MRO,Downlink,X,-120,1333.0
2026-04-09 22:05:33,DSS26,EMM,Downlink,X,-120,241.9
2026-04-09 22:05:33,DSS26,MRO,Uplink,X,0,N/A
2026-04-09 22:05:33,DSS24,M20,Uplink,X,18,N/A
2026-04-09 22:05:33,DSS63,JNO,Downlink,X,-130,152.8
2026-04-09 22:05:33,DSS63,JNO,Uplink,X,18,N/A
2026-04-09 22:05:33,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:05:33,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:05:33,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:05:33,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:05:33,DSS43,EM2,Uplink,X,0.2,N/A
2026-04-09 22:18:04,DSS26,MRO,Downlink,X,-120,1333.0
2026-04-09 22:18:04,DSS26,EMM,Downlink,X,-120,241.9
2026-04-09 22:18:04,DSS24,M20,Uplink,X,18,N/A
2026-04-09 22:18:04,DSS63,JNO,Downlink,X,-130,152.8
2026-04-09 22:18:04,DSS63,JNO,Uplink,X,18,N/A
2026-04-09 22:18:04,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:18:04,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:18:04,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:18:04,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:18:04,DSS43,EM2,Uplink,S,0.2,N/A
2026-04-09 22:38:51,DSS26,MRO,Downlink,X,-120,1333.0
2026-04-09 22:38:51,DSS26,EMM,Downlink,X,-120,241.9
2026-04-09 22:38:51,DSS63,JNO,Downlink,X,-130,152.8
2026-04-09 22:38:51,DSS63,JNO,Uplink,X,18,N/A
2026-04-09 22:38:51,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:38:51,DSS34,EM2,Downlink,S,-100,2000.0
2026-04-09 22:38:51,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:38:51,DSS43,EM2,Downlink,S,-99,2000.0
2026-04-09 22:38:51,DSS43,EM2,Uplink,S,0.2,N/A
2026-04-10 23:11:01,DSS25,TGO,Downlink,X,-130,357.1
2026-04-10 23:11:01,DSS24,SOHO,Downlink,S,-120,245.8
2026-04-10 23:11:01,DSS24,SOHO,Uplink,S,1.7,N/A
2026-04-10 23:11:01,DSS65,ESCB,Downlink,X,-120,8.0
2026-04-10 23:11:01,DSS65,ESCB,Uplink,S,0.2,N/A
2026-04-10 23:11:01,DSS43,EM2,Downlink,S,-99,6000.0
2026-04-10 23:11:01,DSS43,EM2,Downlink,S,-99,6000.0
2026-04-10 23:11:01,DSS34,EM2,Downlink,S,-99,6000.0
2026-04-10 23:11:01,DSS34,EM2,Downlink,S,-99,6000.0
2026-04-10 23:11:01,DSS34,EM2,Uplink,S,0.2,N/A
2026-04-11 02:00:21,DSS26,CGO,Downlink,S,-120,1000.0
2026-04-11 02:00:21,DSS26,CGO,Uplink,S,0.1,N/A
2026-04-11 02:00:21,DSS24,IMAP,Downlink,X,-110,714.3
2026-04-11 02:00:21,DSS24,IMAP,Uplink,X,1.9,N/A
2026-04-11 02:00:21,DSS65,ESCB,Uplink,S,0.2,N/A
2026-04-11 02:00:21,DSS56,LUCY,Downlink,X,-130,62.5
2026-04-11 02:00:21,DSS56,LUCY,Uplink,S,19,N/A
2026-04-11 02:00:21,DSS54,JWST,Downlink,K,-91,28000.0
2026-04-11 02:00:21,DSS54,JWST,Downlink,S,-120,40.0
2026-04-11 02:00:21,DSS54,JWST,Uplink,S,5.1,N/A
2026-04-11 02:00:21,DSS63,VGR1,Downlink,X,-160,0.16
2026-04-11 02:04:27,DSS26,CGO,Downlink,S,-120,1000.0
2026-04-11 02:04:27,DSS26,CGO,Uplink,S,0.1,N/A
2026-04-11 02:04:27,DSS24,IMAP,Downlink,X,-110,714.3
2026-04-11 02:04:27,DSS24,IMAP,Uplink,X,1.9,N/A
2026-04-11 02:04:27,DSS65,ESCB,Downlink,X,-120,8.0
2026-04-11 02:04:27,DSS65,ESCB,Uplink,X,0.2,N/A
2026-04-11 02:04:27,DSS56,LUCY,Downlink,X,-130,62.5
2026-04-11 02:04:27,DSS56,LUCY,Uplink,X,19,N/A
2026-04-11 02:04:27,DSS54,JWST,Downlink,K,-91,28000.0
2026-04-11 02:04:27,DSS54,JWST,Downlink,S,-120,40.0
2026-04-11 02:04:27,DSS54,JWST,Uplink,S,5.1,N/A
2026-04-11 02:04:27,DSS63,VGR1,Downlink,X,-160,0.16
2026-04-11 02:04:27,DSS34,PSYC,Downlink,X,-130,0.0
2026-04-11 02:04:27,DSS34,PSYC,Uplink,X,18,N/A
2026-04-11 02:05:27,DSS26,CGO,Downlink,S,-120,1000.0
2026-04-11 02:05:27,DSS26,CGO,Uplink,S,0.1,N/A
2026-04-11 02:05:27,DSS24,IMAP,Downlink,X,-110,714.3
2026-04-11 02:05:27,DSS24,IMAP,Uplink,X,1.9,N/A
2026-04-11 02:05:27,DSS65,ESCB,Downlink,X,-120,8.0
2026-04-11 02:05:27,DSS65,ESCB,Uplink,X,0.2,N/A
2026-04-11 02:05:27,DSS56,LUCY,Downlink,X,-130,62.5
2026-04-11 02:05:27,DSS56,LUCY,Uplink,X,19,N/A
2026-04-11 02:05:27,DSS54,JWST,Downlink,K,-91,28000.0
2026-04-11 02:05:27,DSS54,JWST,Downlink,S,-120,40.0
2026-04-11 02:05:27,DSS54,JWST,Uplink,S,5.1,N/A
2026-04-11 02:05:27,DSS63,VGR1,Downlink,X,-160,0.16
2026-04-11 02:05:27,DSS34,PSYC,Downlink,X,-140,0.0
2026-04-11 02:05:27,DSS34,PSYC,Uplink,X,18,N/A
